txn_date,txn_name,account_name,amount,txn_type,description,reference_id,invoice_id,source
2025-06-05,Quality Inspection Fees,ICICI – Procurement Account,134109.66,OUTFLOW,Scheduled maintenance activity,TXN-1CA7FD2A804A4080B7,,Faker_Test_Data
2025-06-06,Hotel Supply Payment,HDFC – Operations Account,61318.94,OUTFLOW,Packaging material replenishment,TXN-1910412C6EF54279B9,,Faker_Test_Data
2025-06-06,Retail Chain Settlement,Axis – Sales Collection Account,149201.59,OUTFLOW,Routine operational expense,TXN-136B1C44029B4953A7,,Faker_Test_Data
2025-06-07,Bulk Order Receipt,HDFC – Operations Account,265681.46,INFLOW,Urgent procurement for production run,TXN-7541F0F01452406C93,,Faker_Test_Data
2025-06-07,Hotel Supply Payment,Kotak – Vendor Payments Account,95790.92,INFLOW,Temporary labour payment,TXN-87561C281CFF432F89,,Faker_Test_Data
2025-06-07,Packaging Staff Payroll,Kotak – Vendor Payments Account,108367.77,INFLOW,Contractual service charges,TXN-6418AAEF5C2D43A2A7,,Faker_Test_Data
2025-06-07,Factory Worker Payroll,Axis – Sales Collection Account,324640.89,INFLOW,Bulk order payment received,TXN-2FC9CF4FDDE543D2BC,,Faker_Test_Data
2025-06-08,Bulk Order Receipt,SBI – Payroll Account,4135.59,OUTFLOW,Cold chain logistics charges,TXN-F078CAAA5222477696,,Faker_Test_Data
2025-06-08,Packaging Staff Payroll,Axis – Sales Collection Account,28154.76,OUTFLOW,Contractual service charges,TXN-6ECA39C5044E4B68A0,,Faker_Test_Data
2025-06-08,Sugar Procurement,Axis – Sales Collection Account,398418.0,INFLOW,Urgent procurement for production run,TXN-0AAEB6327F21437B90,,Faker_Test_Data
2025-06-08,Spices Raw Material,SBI – Payroll Account,8149.68,OUTFLOW,Temporary labour payment,TXN-E895AC54925347D1B8,,Faker_Test_Data
2025-06-08,Milk Powder Supply,Kotak – Vendor Payments Account,303765.45,INFLOW,Monthly supplier settlement,TXN-9B2B2CD0FC9F4A3B80,,Faker_Test_Data
2025-06-09,Quality Inspection Fees,SBI – Payroll Account,94414.06,OUTFLOW,Invoice settlement,TXN-C2571B0CC5D9464BB5,,Faker_Test_Data
2025-06-09,Spices Raw Material,HDFC – Operations Account,20628.81,OUTFLOW,Packaging material replenishment,TXN-E7635933B19D4D3885,,Faker_Test_Data
2025-06-10,Edible Oil Purchase,ICICI – Procurement Account,124339.67,OUTFLOW,Scheduled maintenance activity,TXN-0ABED2BC34854278BE,,Faker_Test_Data
2025-06-10,Edible Oil Purchase,Kotak – Vendor Payments Account,60898.27,OUTFLOW,Urgent procurement for production run,TXN-BE52F810E9484394B4,,Faker_Test_Data
2025-06-10,Packaging Staff Payroll,Kotak – Vendor Payments Account,29069.84,OUTFLOW,Scheduled maintenance activity,TXN-99E761C507CE41D1B5,,Faker_Test_Data
2025-06-10,Sugar Procurement,SBI – Payroll Account,68499.42,OUTFLOW,Routine operational expense,TXN-A9143FDF8CE04AA5AE,,Faker_Test_Data
2025-06-10,Factory Sanitation Charges,HDFC – Operations Account,104113.76,OUTFLOW,Packaging material replenishment,TXN-7EBAFB0BE2CB41EAA1,,Faker_Test_Data
2025-06-11,Milk Powder Supply,Axis – Sales Collection Account,75743.97,INFLOW,Scheduled maintenance activity,TXN-969F330AFD8547E7AF,,Faker_Test_Data
2025-06-11,Bulk Order Receipt,Axis – Sales Collection Account,374909.44,INFLOW,Cold chain logistics charges,TXN-8E37945C23674868A0,,Faker_Test_Data
2025-06-11,Edible Oil Purchase,HDFC – Operations Account,387051.06,INFLOW,Urgent procurement for production run,TXN-2E26EEF4CCCB44329C,,Faker_Test_Data
2025-06-11,Milk Powder Supply,Kotak – Vendor Payments Account,376362.23,INFLOW,Scheduled maintenance activity,TXN-C94EB4037D584F2BAA,,Faker_Test_Data
2025-06-11,Hotel Supply Payment,HDFC – Operations Account,68745.33,INFLOW,Monthly supplier settlement,TXN-D77E85D45A3042EEBF,,Faker_Test_Data
2025-06-12,Hotel Supply Payment,Axis – Sales Collection Account,85954.86,OUTFLOW,Contractual service charges,TXN-E2EA0AD3992E4AE48E,,Faker_Test_Data
2025-06-12,Milk Powder Supply,Axis – Sales Collection Account,144794.06,OUTFLOW,Scheduled maintenance activity,TXN-C6907792D8604A8E85,,Faker_Test_Data
2025-06-13,Retail Chain Settlement,Kotak – Vendor Payments Account,225388.65,INFLOW,Urgent procurement for production run,TXN-9A9F9646B869411297,,Faker_Test_Data
2025-06-14,Wheat Flour Purchase,Kotak – Vendor Payments Account,305900.9,INFLOW,Urgent procurement for production run,TXN-DE465C3A694A497A94,,Faker_Test_Data
2025-06-14,Refrigeration Maintenance,ICICI – Procurement Account,43516.45,OUTFLOW,Bulk order payment received,TXN-DA667EA25B994D0EB9,,Faker_Test_Data
2025-06-14,Retail Chain Settlement,HDFC – Operations Account,392298.78,INFLOW,Scheduled maintenance activity,TXN-0D006F13C15B4BF896,,Faker_Test_Data
2025-06-15,Bulk Order Receipt,Kotak – Vendor Payments Account,155160.99,INFLOW,Temporary labour payment,TXN-43C770B8443443A495,,Faker_Test_Data
2025-06-15,Cold Storage Electricity,HDFC – Operations Account,110594.23,INFLOW,Routine operational expense,TXN-DA50AA73448B468986,,Faker_Test_Data
2025-06-15,Refrigeration Maintenance,Kotak – Vendor Payments Account,260031.59,INFLOW,Cold chain logistics charges,TXN-AB5FF6C3313D43498C,,Faker_Test_Data
2025-06-16,Spices Raw Material,Axis – Sales Collection Account,92428.51,INFLOW,Packaging material replenishment,TXN-15DCC363846145F1B7,,Faker_Test_Data
2025-06-16,Edible Oil Purchase,SBI – Payroll Account,337759.14,INFLOW,Urgent procurement for production run,TXN-78C2608B3714413387,,Faker_Test_Data
2025-06-17,Edible Oil Purchase,SBI – Payroll Account,23629.0,OUTFLOW,Bulk order payment received,TXN-7B077D9888C44226A2,,Faker_Test_Data
2025-06-17,Milk Powder Supply,Axis – Sales Collection Account,72835.9,OUTFLOW,Monthly supplier settlement,TXN-625165F9AC9E473C9F,,Faker_Test_Data
2025-06-17,Cold Storage Electricity,SBI – Payroll Account,394060.51,INFLOW,Invoice settlement,TXN-AB0041F1FDC3463DB6,,Faker_Test_Data
2025-06-18,Retail Chain Settlement,Kotak – Vendor Payments Account,332703.2,INFLOW,Bulk order payment received,TXN-BBA69A313F6449EAA1,,Faker_Test_Data
2025-06-18,Factory Sanitation Charges,SBI – Payroll Account,274289.92,INFLOW,Cold chain logistics charges,TXN-5A7FE75C31FD4E26BE,,Faker_Test_Data
2025-06-18,Edible Oil Purchase,Axis – Sales Collection Account,44698.78,INFLOW,Scheduled maintenance activity,TXN-B9BF635A657D4906AD,,Faker_Test_Data
2025-06-18,Bulk Order Receipt,SBI – Payroll Account,77739.03,OUTFLOW,Temporary labour payment,TXN-F6BC73F86DE844F7BA,,Faker_Test_Data
2025-06-18,Retail Chain Settlement,HDFC – Operations Account,174765.78,INFLOW,Monthly supplier settlement,TXN-1B550909E3B149789D,,Faker_Test_Data
2025-06-19,Factory Sanitation Charges,Axis – Sales Collection Account,245369.28,INFLOW,Temporary labour payment,TXN-18B458D9E27A4BA5A5,,Faker_Test_Data
2025-06-19,Retail Chain Settlement,HDFC – Operations Account,103735.25,OUTFLOW,Scheduled maintenance activity,TXN-B01959C066A149A19D,,Faker_Test_Data
2025-06-19,Bulk Order Receipt,HDFC – Operations Account,126438.1,INFLOW,Contractual service charges,TXN-1F4808A25C9F4CE695,,Faker_Test_Data
2025-06-19,Bulk Order Receipt,Kotak – Vendor Payments Account,129065.27,OUTFLOW,Temporary labour payment,TXN-F54239CFB8404FCDB2,,Faker_Test_Data
2025-06-20,Packaging Staff Payroll,HDFC – Operations Account,38866.69,INFLOW,Scheduled maintenance activity,TXN-4865465CA5684BFDA1,,Faker_Test_Data
2025-06-20,Packaging Film Purchase,HDFC – Operations Account,73109.66,OUTFLOW,Temporary labour payment,TXN-A6526017C411449593,,Faker_Test_Data
2025-06-20,Packaging Film Purchase,Axis – Sales Collection Account,83510.05,INFLOW,Routine operational expense,TXN-852264D3E5724D84B4,,Faker_Test_Data
2025-06-21,Distributor Payment,Axis – Sales Collection Account,299149.6,INFLOW,Cold chain logistics charges,TXN-E85354086D91477F9E,,Faker_Test_Data
2025-06-21,Wheat Flour Purchase,Axis – Sales Collection Account,56912.52,OUTFLOW,Routine operational expense,TXN-B097EA5FA31F49B289,,Faker_Test_Data
2025-06-21,Milk Powder Supply,Kotak – Vendor Payments Account,133944.67,OUTFLOW,Invoice settlement,TXN-DA722A557D6048F684,,Faker_Test_Data
2025-06-22,Factory Worker Payroll,HDFC – Operations Account,388621.98,INFLOW,Invoice settlement,TXN-8EBDAAA661E44D05B6,,Faker_Test_Data
2025-06-23,Hotel Supply Payment,Kotak – Vendor Payments Account,227010.99,INFLOW,Urgent procurement for production run,TXN-473F279AE12C4BBC85,,Faker_Test_Data
2025-06-23,Packaging Staff Payroll,ICICI – Procurement Account,101361.79,OUTFLOW,Scheduled maintenance activity,TXN-990EAD37F6A0494EA5,,Faker_Test_Data
2025-06-24,Factory Sanitation Charges,Axis – Sales Collection Account,118563.86,OUTFLOW,Urgent procurement for production run,TXN-2B583893F3D0435EB1,,Faker_Test_Data
2025-06-24,Quality Inspection Fees,Axis – Sales Collection Account,359158.0,INFLOW,Monthly supplier settlement,TXN-A8795A0708F14EF9B6,,Faker_Test_Data
2025-06-24,Edible Oil Purchase,SBI – Payroll Account,83507.93,OUTFLOW,Contractual service charges,TXN-4BEAE551B9EB4693B0,,Faker_Test_Data
2025-06-24,Packaging Staff Payroll,Kotak – Vendor Payments Account,366180.89,INFLOW,Contractual service charges,TXN-76A3F892B32B47C1A7,,Faker_Test_Data
2025-06-25,Refrigeration Maintenance,ICICI – Procurement Account,291782.93,INFLOW,Routine operational expense,TXN-8388090F5D1949799E,,Faker_Test_Data
2025-06-25,Spices Raw Material,HDFC – Operations Account,113644.12,OUTFLOW,Bulk order payment received,TXN-39881CFA790F4CE3AF,,Faker_Test_Data
2025-06-26,Quality Inspection Fees,Kotak – Vendor Payments Account,8723.02,OUTFLOW,Invoice settlement,TXN-9B84209FCFAD42389D,,Faker_Test_Data
2025-06-26,Distributor Payment,Kotak – Vendor Payments Account,89141.35,OUTFLOW,Contractual service charges,TXN-094FBCBED9D544379D,,Faker_Test_Data
2025-06-26,Packaging Film Purchase,Kotak – Vendor Payments Account,65635.42,OUTFLOW,Scheduled maintenance activity,TXN-19667FEF3128497498,,Faker_Test_Data
2025-06-26,Bulk Order Receipt,ICICI – Procurement Account,322630.65,INFLOW,Monthly supplier settlement,TXN-7A7C6FD22A10469D90,,Faker_Test_Data
2025-06-26,Cold Storage Electricity,Kotak – Vendor Payments Account,68115.3,OUTFLOW,Monthly supplier settlement,TXN-D4CD8A0C7741498B8E,,Faker_Test_Data
2025-06-26,Quality Inspection Fees,HDFC – Operations Account,304128.81,INFLOW,Scheduled maintenance activity,TXN-D6D1BC45ED47473D96,,Faker_Test_Data
2025-06-27,Wheat Flour Purchase,HDFC – Operations Account,45403.72,INFLOW,Temporary labour payment,TXN-3CAA4B930FE24BD3AA,,Faker_Test_Data
2025-06-27,Edible Oil Purchase,HDFC – Operations Account,62373.47,OUTFLOW,Routine operational expense,TXN-A0F853A64A4C44CFA3,,Faker_Test_Data
2025-06-28,Spices Raw Material,Axis – Sales Collection Account,19572.41,OUTFLOW,Cold chain logistics charges,TXN-EC2E79082DA8457DAE,,Faker_Test_Data
2025-06-28,Milk Powder Supply,ICICI – Procurement Account,158434.71,INFLOW,Bulk order payment received,TXN-3BEFF74A4C3E4F5589,,Faker_Test_Data
2025-06-28,Distributor Payment,HDFC – Operations Account,399984.41,INFLOW,Monthly supplier settlement,TXN-69939B875FAD4A3F84,,Faker_Test_Data
2025-06-28,Packaging Film Purchase,Axis – Sales Collection Account,206488.18,INFLOW,Routine operational expense,TXN-040BDCA5E0094DF584,,Faker_Test_Data
2025-06-29,Edible Oil Purchase,HDFC – Operations Account,140101.87,INFLOW,Temporary labour payment,TXN-0DE1C9AED5B04DAC9F,,Faker_Test_Data
2025-06-30,Bulk Order Receipt,Kotak – Vendor Payments Account,122469.16,OUTFLOW,Bulk order payment received,TXN-822A616CB4014D6B85,,Faker_Test_Data
2025-06-30,Factory Worker Payroll,SBI – Payroll Account,81629.09,INFLOW,Invoice settlement,TXN-5DB25E3CEE86447FB7,,Faker_Test_Data
2025-06-30,Spices Raw Material,HDFC – Operations Account,71554.28,OUTFLOW,Contractual service charges,TXN-14DA6E8A7BA04B2098,,Faker_Test_Data
2025-07-01,Spices Raw Material,ICICI – Procurement Account,389845.64,INFLOW,Routine operational expense,TXN-CC41B1D8BD8249898D,,Faker_Test_Data
2025-07-01,Distributor Payment,Axis – Sales Collection Account,203643.26,INFLOW,Routine operational expense,TXN-E6CE9E0CAC41430791,,Faker_Test_Data
2025-07-01,Milk Powder Supply,ICICI – Procurement Account,352168.0,INFLOW,Routine operational expense,TXN-E89A6903551244D7B0,,Faker_Test_Data
2025-07-01,Milk Powder Supply,SBI – Payroll Account,112331.78,INFLOW,Invoice settlement,TXN-4366FAFE29EA44D987,,Faker_Test_Data
2025-07-01,Hotel Supply Payment,ICICI – Procurement Account,51467.86,INFLOW,Bulk order payment received,TXN-976B7E3E966544188B,,Faker_Test_Data
2025-07-01,Refrigeration Maintenance,Axis – Sales Collection Account,299822.12,INFLOW,Scheduled maintenance activity,TXN-5AECC724C6E7473CAC,,Faker_Test_Data
2025-07-02,Wheat Flour Purchase,ICICI – Procurement Account,94195.17,INFLOW,Urgent procurement for production run,TXN-93BF99C6A06A4808A7,,Faker_Test_Data
2025-07-02,Wheat Flour Purchase,SBI – Payroll Account,219465.73,INFLOW,Monthly supplier settlement,TXN-FEAFA28AA09047BC88,,Faker_Test_Data
2025-07-02,Quality Inspection Fees,HDFC – Operations Account,149860.65,OUTFLOW,Scheduled maintenance activity,TXN-921205C80F7A47AD86,,Faker_Test_Data
2025-07-02,Distributor Payment,SBI – Payroll Account,38303.06,INFLOW,Routine operational expense,TXN-9F54D5C35D264DA4B8,,Faker_Test_Data
2025-07-02,Cold Storage Electricity,Kotak – Vendor Payments Account,374895.76,INFLOW,Packaging material replenishment,TXN-DB04C7C66FD74AB581,,Faker_Test_Data
2025-07-02,Hotel Supply Payment,Kotak – Vendor Payments Account,113666.11,INFLOW,Routine operational expense,TXN-D8F7EFAA45CE4168BB,,Faker_Test_Data
2025-07-03,Packaging Staff Payroll,Axis – Sales Collection Account,257773.16,INFLOW,Scheduled maintenance activity,TXN-AC869CE64FE94793B8,,Faker_Test_Data
2025-07-03,Packaging Film Purchase,SBI – Payroll Account,87511.04,OUTFLOW,Temporary labour payment,TXN-A7C598493A61404BAD,,Faker_Test_Data
2025-07-03,Quality Inspection Fees,SBI – Payroll Account,217980.3,INFLOW,Cold chain logistics charges,TXN-82F9CD830A3A44DCBA,,Faker_Test_Data
2025-07-03,Distributor Payment,SBI – Payroll Account,87445.88,OUTFLOW,Bulk order payment received,TXN-988196DC66C74CF282,,Faker_Test_Data
2025-07-04,Cold Storage Electricity,Kotak – Vendor Payments Account,131196.52,OUTFLOW,Packaging material replenishment,TXN-8397D5BCEADE4E5690,,Faker_Test_Data
2025-07-04,Sugar Procurement,Kotak – Vendor Payments Account,267973.0,INFLOW,Bulk order payment received,TXN-E77198F556524205B1,,Faker_Test_Data
2025-07-04,Refrigeration Maintenance,Axis – Sales Collection Account,293462.72,INFLOW,Cold chain logistics charges,TXN-BA2836B2A5C842C4B8,,Faker_Test_Data
2025-07-04,Edible Oil Purchase,SBI – Payroll Account,237553.68,INFLOW,Urgent procurement for production run,TXN-2A3FBB7F96FD4355BB,,Faker_Test_Data
2025-07-04,Packaging Staff Payroll,Axis – Sales Collection Account,100214.08,OUTFLOW,Monthly supplier settlement,TXN-C62BBF9E98254C6880,,Faker_Test_Data
2025-07-05,Spices Raw Material,HDFC – Operations Account,347844.66,INFLOW,Cold chain logistics charges,TXN-8EF829C225754EE2A6,,Faker_Test_Data
2025-07-05,Factory Worker Payroll,ICICI – Procurement Account,21276.35,OUTFLOW,Bulk order payment received,TXN-961ED7A808014EA1A8,,Faker_Test_Data
2025-07-05,Cold Storage Electricity,Axis – Sales Collection Account,137436.96,OUTFLOW,Monthly supplier settlement,TXN-364E330E24BD4462A6,,Faker_Test_Data
2025-07-05,Milk Powder Supply,SBI – Payroll Account,136146.3,OUTFLOW,Temporary labour payment,TXN-06BAAC43EAEF47E2A3,,Faker_Test_Data
2025-07-06,Retail Chain Settlement,ICICI – Procurement Account,93554.52,INFLOW,Temporary labour payment,TXN-754B2B424D9A4A7491,,Faker_Test_Data
2025-07-07,Spices Raw Material,SBI – Payroll Account,146173.2,OUTFLOW,Packaging material replenishment,TXN-EC5F0709C66248D4A2,,Faker_Test_Data
2025-07-08,Packaging Staff Payroll,Axis – Sales Collection Account,19479.5,OUTFLOW,Scheduled maintenance activity,TXN-A9C0DC7284994BA2AA,,Faker_Test_Data
2025-07-08,Refrigeration Maintenance,HDFC – Operations Account,362160.76,INFLOW,Temporary labour payment,TXN-00BD6B72BB33416082,,Faker_Test_Data
2025-07-08,Bulk Order Receipt,Kotak – Vendor Payments Account,304231.17,INFLOW,Scheduled maintenance activity,TXN-C743723278AE40E492,,Faker_Test_Data
2025-07-08,Packaging Film Purchase,Kotak – Vendor Payments Account,339801.4,INFLOW,Monthly supplier settlement,TXN-DD0CC8BF74EA4BCDAE,,Faker_Test_Data
2025-07-08,Wheat Flour Purchase,HDFC – Operations Account,219513.69,INFLOW,Packaging material replenishment,TXN-789E6344D4754F62B1,,Faker_Test_Data
2025-07-08,Sugar Procurement,ICICI – Procurement Account,46920.55,OUTFLOW,Cold chain logistics charges,TXN-A0329581849E417781,,Faker_Test_Data
2025-07-08,Quality Inspection Fees,SBI – Payroll Account,271468.01,INFLOW,Invoice settlement,TXN-57D704D71BEA4A0FBF,,Faker_Test_Data
2025-07-09,Refrigeration Maintenance,Kotak – Vendor Payments Account,56576.16,INFLOW,Invoice settlement,TXN-9819E730DFD74088B4,,Faker_Test_Data
2025-07-09,Quality Inspection Fees,SBI – Payroll Account,327875.03,INFLOW,Packaging material replenishment,TXN-73455BCE7A5F4B36B3,,Faker_Test_Data
2025-07-10,Quality Inspection Fees,Axis – Sales Collection Account,59795.07,OUTFLOW,Packaging material replenishment,TXN-0BB1F992286D4C0D91,,Faker_Test_Data
2025-07-10,Packaging Staff Payroll,Kotak – Vendor Payments Account,285137.96,INFLOW,Invoice settlement,TXN-A41149E5D493481482,,Faker_Test_Data
2025-07-10,Packaging Film Purchase,SBI – Payroll Account,102378.96,OUTFLOW,Temporary labour payment,TXN-9DB04B8720274B47B5,,Faker_Test_Data
2025-07-10,Packaging Film Purchase,HDFC – Operations Account,75061.9,OUTFLOW,Temporary labour payment,TXN-CE8228C221604E1CBC,,Faker_Test_Data
2025-07-10,Wheat Flour Purchase,HDFC – Operations Account,66940.29,OUTFLOW,Contractual service charges,TXN-B65F4C8C612F4573B7,,Faker_Test_Data
2025-07-10,Bulk Order Receipt,SBI – Payroll Account,90872.51,INFLOW,Scheduled maintenance activity,TXN-6B4E8C18D2A444E8B4,,Faker_Test_Data
2025-07-10,Sugar Procurement,Axis – Sales Collection Account,114345.93,OUTFLOW,Bulk order payment received,TXN-F860589572FD429598,,Faker_Test_Data
2025-07-11,Hotel Supply Payment,Axis – Sales Collection Account,71267.29,INFLOW,Monthly supplier settlement,TXN-81EA14D06D2B45CE97,,Faker_Test_Data
2025-07-11,Spices Raw Material,Axis – Sales Collection Account,100531.05,INFLOW,Invoice settlement,TXN-AF10AD18C3504019A7,,Faker_Test_Data
2025-07-11,Hotel Supply Payment,SBI – Payroll Account,163882.74,INFLOW,Packaging material replenishment,TXN-341CC62960F54E3DBC,,Faker_Test_Data
2025-07-12,Distributor Payment,SBI – Payroll Account,111175.19,OUTFLOW,Scheduled maintenance activity,TXN-B4C09BC0BDBB442784,,Faker_Test_Data
2025-07-12,Bulk Order Receipt,Kotak – Vendor Payments Account,124095.07,INFLOW,Cold chain logistics charges,TXN-1393A975EDF847BDA7,,Faker_Test_Data
2025-07-13,Wheat Flour Purchase,Kotak – Vendor Payments Account,280550.42,INFLOW,Temporary labour payment,TXN-767C9C284E54447799,,Faker_Test_Data
2025-07-13,Distributor Payment,Kotak – Vendor Payments Account,286472.47,INFLOW,Urgent procurement for production run,TXN-F0AC52F6C0A5435B86,,Faker_Test_Data
2025-07-13,Packaging Film Purchase,SBI – Payroll Account,124192.7,OUTFLOW,Contractual service charges,TXN-F51E1FD7CDCE4860B4,,Faker_Test_Data
2025-07-14,Refrigeration Maintenance,Kotak – Vendor Payments Account,135898.1,OUTFLOW,Temporary labour payment,TXN-3811FCC3DE2E4090A4,,Faker_Test_Data
2025-07-14,Retail Chain Settlement,ICICI – Procurement Account,120255.5,OUTFLOW,Routine operational expense,TXN-1A20DBB26CD64EF1BB,,Faker_Test_Data
2025-07-15,Bulk Order Receipt,Axis – Sales Collection Account,194972.07,INFLOW,Bulk order payment received,TXN-5CBC56003C8D4BBCBC,,Faker_Test_Data
2025-07-15,Hotel Supply Payment,Kotak – Vendor Payments Account,384202.05,INFLOW,Urgent procurement for production run,TXN-568375EA68E6458D95,,Faker_Test_Data
2025-07-15,Wheat Flour Purchase,SBI – Payroll Account,123383.53,OUTFLOW,Temporary labour payment,TXN-E19074EF772C4EEEB1,,Faker_Test_Data
2025-07-16,Refrigeration Maintenance,HDFC – Operations Account,264598.96,INFLOW,Bulk order payment received,TXN-29870356FC7E43FDB2,,Faker_Test_Data
2025-07-16,Edible Oil Purchase,Axis – Sales Collection Account,337803.66,INFLOW,Packaging material replenishment,TXN-CA277F239ADC41FF92,,Faker_Test_Data
2025-07-16,Factory Worker Payroll,ICICI – Procurement Account,7711.5,OUTFLOW,Temporary labour payment,TXN-1739765981A247F499,,Faker_Test_Data
2025-07-16,Quality Inspection Fees,ICICI – Procurement Account,172058.49,INFLOW,Scheduled maintenance activity,TXN-D13B4C444AFB451AAE,,Faker_Test_Data
2025-07-16,Refrigeration Maintenance,HDFC – Operations Account,365336.37,INFLOW,Temporary labour payment,TXN-1FCC81895CF7459AA5,,Faker_Test_Data
2025-07-16,Retail Chain Settlement,ICICI – Procurement Account,274287.41,INFLOW,Invoice settlement,TXN-E1AC521A1950402D9D,,Faker_Test_Data
2025-07-17,Retail Chain Settlement,SBI – Payroll Account,122676.38,INFLOW,Bulk order payment received,TXN-A01974E06504457790,,Faker_Test_Data
2025-07-17,Factory Sanitation Charges,ICICI – Procurement Account,57218.87,OUTFLOW,Cold chain logistics charges,TXN-FDE8AA80982248BBB0,,Faker_Test_Data
2025-07-18,Wheat Flour Purchase,SBI – Payroll Account,169848.88,INFLOW,Scheduled maintenance activity,TXN-DF3B90218C864C86B0,,Faker_Test_Data
2025-07-18,Wheat Flour Purchase,Axis – Sales Collection Account,140504.26,OUTFLOW,Urgent procurement for production run,TXN-5E5464942F4C4E2281,,Faker_Test_Data
2025-07-18,Factory Worker Payroll,SBI – Payroll Account,30480.5,OUTFLOW,Cold chain logistics charges,TXN-EFE89BE6F6BA4BCEA9,,Faker_Test_Data
2025-07-18,Factory Worker Payroll,Axis – Sales Collection Account,204083.65,INFLOW,Invoice settlement,TXN-F7327E45155E4F4EB3,,Faker_Test_Data
2025-07-18,Retail Chain Settlement,HDFC – Operations Account,150417.61,INFLOW,Contractual service charges,TXN-51562C5705DF4DE48F,,Faker_Test_Data
2025-07-18,Bulk Order Receipt,SBI – Payroll Account,42755.61,INFLOW,Bulk order payment received,TXN-62887B027E82497F85,,Faker_Test_Data
2025-07-18,Wheat Flour Purchase,HDFC – Operations Account,36156.53,INFLOW,Temporary labour payment,TXN-32D0150CE5AB43B6A4,,Faker_Test_Data
2025-07-18,Packaging Film Purchase,Kotak – Vendor Payments Account,267599.0,INFLOW,Contractual service charges,TXN-E039376BDAC74F98A3,,Faker_Test_Data
2025-07-18,Spices Raw Material,ICICI – Procurement Account,320269.34,INFLOW,Routine operational expense,TXN-0AF75948B22A49B6AB,,Faker_Test_Data
2025-07-20,Packaging Staff Payroll,HDFC – Operations Account,365059.81,INFLOW,Monthly supplier settlement,TXN-1FB9872C583E42A6B5,,Faker_Test_Data
2025-07-20,Packaging Film Purchase,Axis – Sales Collection Account,302182.09,INFLOW,Temporary labour payment,TXN-A5C81E42649A41C298,,Faker_Test_Data
2025-07-21,Hotel Supply Payment,HDFC – Operations Account,35055.69,OUTFLOW,Contractual service charges,TXN-115C8ED358F94D59BD,,Faker_Test_Data
2025-07-21,Distributor Payment,HDFC – Operations Account,44986.57,OUTFLOW,Cold chain logistics charges,TXN-AE0E0D98A83B4A5293,,Faker_Test_Data
2025-07-21,Edible Oil Purchase,HDFC – Operations Account,342121.97,INFLOW,Packaging material replenishment,TXN-009CF19096B14082AD,,Faker_Test_Data
2025-07-21,Retail Chain Settlement,Axis – Sales Collection Account,199610.16,INFLOW,Cold chain logistics charges,TXN-04B5716DE726476386,,Faker_Test_Data
2025-07-22,Factory Sanitation Charges,Kotak – Vendor Payments Account,110307.59,OUTFLOW,Cold chain logistics charges,TXN-4794629E9E964643A0,,Faker_Test_Data
